2025-03-09,13:04:49,SYSTEM,Face recognition started.
2025-03-09,13:04:49,SYSTEM,Switching to virtual environment.
2025-03-09,13:04:50,SYSTEM,Face recognition started.
2025-03-09,13:04:57,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,13:05:05,SYSTEM,Face recognition stopped.
2025-03-09,14:59:07,SYSTEM,Face recognition started.
2025-03-09,14:59:07,SYSTEM,Switching to virtual environment.
2025-03-09,14:59:08,SYSTEM,Face recognition started.
2025-03-09,14:59:12,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,14:59:48,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,14:59:48,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:00:28,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:00:51,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:00:51,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:00:54,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:00:59,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:00:59,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:00,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:00,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:00,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:00,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:00,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:00,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:00,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:01,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:01,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:01,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:01,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:02,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:02,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:02,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:02,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:03,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:03,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:03,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:04,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:04,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:04,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:04,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:04,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:04,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:05,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:05,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:05,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:05,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:05,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:05,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:06,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:06,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:06,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:06,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:07,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:07,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:07,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:07,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:07,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:11,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:11,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:12,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:12,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:12,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:12,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:12,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:12,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:13,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:13,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:20,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:24,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:31,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:32,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:32,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:32,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:32,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:32,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:32,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:32,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:36,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:37,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:37,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:37,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:38,SPOOFING ALERT,High reflection detected! Possible screen use.
2025-03-09,15:01:38,SPOOFING ALERT,High reflection detected! Possible screen use.
